EP1,Vessel of Wrath,1938,comedy,Dutch East Indies
FoB30,Flash Gordon's Trip to Mars,1938,science fiction,Universe
FoB50,Flash Gordon Conquers the Universe,1940,science fiction,Universe
FoB70,The Golden Idol,1954,adventure,Africa
GaK1,A Man to Remember,1938,,
GaK2,Next Time I Marry,1938,,
GaK3,The Great Man Votes,1938,,
GaK4,Bachelor Mother,1939,comedy,
GaK5,My Favorite Wife,1940,,
GaK6,They Knew What They Wanted,1940,Drama,Canada
GaK7,"Tom, Dick and Harry",1941,,
GaK10,Some Kind of a Nut,1970,,
GaK20,Some Kind of Hero,1982,Drama,
GWg13,Mystery Plane,1939,,
GWg16,The Wolf Man,1940,horror,England
GWg23,The Climax,1944,horror,
GWg24,Frisco Sal,1945,,Canada
GWg25,Shady Lady,1945,,
GWg26,Tangier,1946,,
HIL5,Mr.~Moto in Danger Island,1938,comedy,Puerto Rico
HIL15,Island in the Sky,1938,,
HIL20,The Cisco Kid and the Lady,1939,,
HIL25,Charlie Chan in the City of Darkness,1939,comedy,
HIL40,Time to Kill,1943,,
JoL1,Met My Love Again,1956,,
JoL2,Picnic,1955,Drama,KA
JoL3,Bus Stop,1956,romantic,AZ
JoL4,Sayonara,1957,romantic,Japan
JoL5,South Pacific,1958,,Pacific
JoL6,Tall Story,1960,,
JoL7,Fanny,1960,,
JoL8,Ensign Pulver,1964,,
JoL9,Camelot,1967,musical,England
JoL10,Paint Your Wagon,1969,musical,
LeG5,"Accused, sit down",1938,comedy,
LeG10,The Girl from Mexico,1939,comedy,
LeG12,Mexican Spitfire,1939,comedy,
LeG14,Mexican Spitfire Out West,1940,comedy,
LeG16,Mexican Spitfire's Baby,1941,comedy,
LeG18,Mexican Spitfire at Sea,1941,comedy,
LeG20,Mexican Spitfire Sees a Ghost,1942,comedy,
LeG22,Mexican Spitfire's Elephant,1942,comedy,
LeG24,Mexico Spitfire's Blessed Event,1943,comedy,
LeG33,Casanova in Burlesque,1944,comedy,
LeG36,The Mummy's Curse,1944,"comedy, horror",
LeG40,Fireman Save My Child,1954,"comedy, violence",Canada
MaW10,The Dybbuk,1938,,
RBS3,Woman Against Woman,1938,,
RBS4,Dramatic School,1938,,
RBS7,Mr.~and Mrs.~North,1941,,
RBS9,Mr._District Attorney,1946,,
RBS15,That Wonderful Urge,1948,romantic,
WlN10,"Mr.~Wong, Detective",1938,mystery,
WlN12,Mr.~Wong in Chinatown,1939,mystery,
xLe10,Tarzan's Revenge,1938,adventure,Africa
xMa10,"Andalusische N\""achte",1938,Drama,
xUc10,"Das M\""adchen Johanna",1938,Drama,France
AnS1,The Great Victor Herbert,1942,"biographical Picture, musical",
AnS3,Stormy Weather,1942,"biographical Picture, musical",
AnS15,Julie,1956,,
AnS17,Cry Terror,1958,,
AnS29,The Secret of my Success,1965,,
AnS31,Song of Norway,1969,,
AnS33,The Great Waltz,1972,musical,
BaS10,"Sing, Bing, Sing",1939,"comedy, musical",
ChV2,Blind Alley,1939,comedy,
ChV8,The Lady in Question,1940,romantic,France
ChV13,The Tuttles of Tahiti,1942,comedy,Pacific
ChV15,A Song To Remember,1944,biographical Picture,France
ChV20,Gilda,1946,thriller,Argentina
ChV26,The Loves of Carmen,1948,Drama,Spain
ChV35,Hans Christian Andersen,1952,biographical Picture,Denmark
ChV45,The Joker is Wild,1957,biographical Picture,New York
ChV46,A Farewell to Arms,1957,romantic,Italy
DFl10,Gulliver's Travels,1939,cartoon,
DFl11,Mr.~Bug goes to Town,1941,cartoon,
HeK5,In Jenen Tagen,1947,,
HeK8,Rotation,1949,,
HeK9,Des Teufels General,1955,,
HeK10,Ludwig II,1955,biographical Picture,
HBu5,Young Dr.~Kildare,1939,,
HBu8,On Borrowed Time,1939,,
HBu30,Dragon Seed,1944,science fiction,
IPC5,The Saint in London,1939,,
IPC25,Sleeping Car to Trieste,1948,Drama,
IPC75,Weekend With Lulu,1961,,
JqT1,Volpone,1939,"comedy, Drama",Italy
JqT2,Cat People,1942,horror,New York
JqT3,I Walked with a Zombie,1943,horror,
JqT4,The Leopard Man,1943,thriller,Mexico
JqT6,Experiment Perilous,1944,,
JqT7,Out of the Past,1947,black,USA
JqT8,Berlin Express,1948,thriller,Germany
JqT14,Curse of the Demon,1957,horror,England
JVK10,"That's Right, You're Wrong",1939,,
JVK13,You'll Find Out,1940,,
JVK16,Thank Your Lucky Stars,1943,,
JVK18,The Doughgirls,1944,,
JVK21,Never Say Goodbye,1946,,
JVK25,Stallion Road,1947,,
JVK27,April Showers,1948,,
JVK30,The Second Woman,1949,thriller,Canada
JVK35,Two Tickets to Broadway,1951,,New York
PGy10,That Hagen Girl,1948,comedy,OH
PGy12,The Woman in White,1948,,
PGy16,Barricade,1950,"western, thriller",
PGy20,Please Murder Me,1956,,
RRw15,Lost Angel,1943,Drama,
RRw20,Our Vines Have Tender Grapes,1945,Drama,WI
RRw25,Excuse My Dust,1951,comedy,
RRw32,The 5000 Fingers of Dr.~T,1953,"comedy, Fant",
RRw33,Affair with a Stranger,1953,comedy,New York
RRw35,Hit the Deck,1955,musical,Canada
RRw37,These Wilder Years,1956,Drama,
TMo6,British Intelligence,1940,,
TMo10,Shadows Over Chinatown,1946,comedy,
TMo11,Dangerous Money,1946,comedy,
ThR10,What a Life,1939,musical,
WMG10,Blackwell's Island,1939,"Drama, violence",USA
Z3910,Of Mice and Men,1939,Drama,Canada
ADT9,Dark Waters,1944,horror,
ADT12,Ramrod,1947,western,USA
ADT18,House of Wax,1953,horror,
ADT23,Tanganyika,1954,adventure,Tanganyika
ADT26,Monkey on my Back,1957,,
ADT33,Gold for the Caesars,1964,,
BHl10,The East Side Kids,1940,Drama,
CCb10,The Mummy's Hand,1940,horror,
CJo20,Duck Amuck,1945,"comedy, cartoon",
CJo30,"What's Opera, Doc?",1957,"comedy, cartoon",
CJo40,Gay Puree,1962,"cartoon, Comd ",
CJo50,The Phantom Tollbooth,1969,"cartoon, Comd ",
FAl10,Beyond the Rockies,1940,western,
GPa1,Major Barbara,1940,,
GPa2.,Caesar and Cleopatra,1945,comedy,
IgR2,I'm Still Alive,1940,Drama,Canada
IgR5,The Big Street,1942,"Drama, romantic","New York, FL"
IgR10,The Bachelor and the Bobbysoxer,1947,,
IgR12,All My Sons,1948,,
IgR14,Dancing in the Dark,1949,musical,
IgR15,Three Husbands,1950,"comedy, romantic",
IgR19,New Mexico,1952,western,NM
IHw10,Spellbound,1940,Drama,
JHL6,My Name is Julia Ross,1945,thriller,England
JHL7,So Dark the Night,1946,,
JHL8,The Al Jolson Story,1946,,
JHL11,The Undercover Man,1949,,
JHL12,Gun Crazy,1949,violence,
JHL17,The Big Combo,1955,thriller,
JHL20,Terror in a Texas Town,1958,,TX
JnD6,L'Eternel Retour,1943,Drama,
JnD10,Symphonie Pastorale,1946,Drama,Switzerland
JnD11,Les Jeux Sont Faits,1947,romantic,
JnD16,Dieu a besoin des Hommes,1949,,
JnD21,Le Garcon Sauvage,1951,,
JnD26,The Moment of Truth,1952,,
JnD28,Destinees,1953,Drama,France
JnD31,Marie Antoinette,1956,History,France
JnD33,Notre Dame de Paris,1956,horror,France
JnD36,Inspector Maigret,1957,Cops and Robbers,France
JnD41,Le Soleil des Voyous,1967,,
LSh1,Charlie Chan at the Wax Museum,1940,comedy,USA
NSm10,Calling All Husbands,1940,romantic,
OW1,Citizen Kane,1940,Drama,Canada
OW2,The Magnificent Ambersons,1942,Drama,USA
OW3,It's all True,1942,"Documentary, biographical Picture","Mexico, Brazil"
OW4,The Stranger,1946,Drama,
OW5,The Lady From Shanghai,1947,biographical Picture,Canada
OW6,Macbeth,1948,Drama,England
OW7,Othello,1951,Drama,Italy
OW8,Confidential Report,1955,Drama,
OW9,A Touch of Evil,1958,"black, thriller",Canada
OW10,The Trial,1962,Drama,
OW11,Chimes at Midnight,1966,Drama,England
OW12,The Immortal Story,1969,,
OW13,The Deep,1969,,
PLi10,June Night,1940,romantic,
PS1,The Great McGinty,1940,,
PS2,Christmas in July,1940,comedy,
PS3,Sullivan's Travels,1941,Fant,USA
PS4,The Lady Eve,1941,comedy,Atlantic Ocean
PS5,The Palm Beach Story,1942,comedy,"New York, FL"
PS6,The Great Moment,1943,,
PS7,The Miracle of Morgan's Creek,1943,comedy,
PS8,Hail the Conquering Hero,1944,comedy,
PS9,Mad Wednesday,1946,,
PS13,The Sin of Harold Diddlebook,1947,comedy,
PS20,Unfaithfully Yours,1948,,
PS21,The Beautiful Blonde from Bashful Bend,1949,"comedy, western",USA
PS22,Les Carnets de Major Thompson,1950,comedy,
TBs2,La Chiavi,1940,soft or hard pornography,
TBs4,Mirandi,1941,soft or hard pornography,
TBs6,Capriccio,1942,soft or hard pornography,
TBs8,Chi Lavora \'e Perduta,1943,soft or hard pornography,
TBs10,Col Curve in Gula,1945,soft or hard pornography,
TBs12,Il Disco Volante,1947,soft or hard pornography,
TBs14,Nero su Bianco,1949,soft or hard pornography,
TBs16,L'Urlo,1951,soft or hard pornography,
TBs20,Salon-Kitty,1960,,
TBs28,La Vacanca,1969,soft or hard pornography,
TBs40,Caligula,1980,soft or hard pornography,
TBs46,Action,1982,soft or hard pornography,
TBs48,Snack Bar Budapest,1986,soft or hard pornography,Hungary
TBs50,Scandal,1989,"biographical Picture, soft or hard pornography",England
TBs52,Los Bordeles de Paprika,1991,soft or hard pornography,
xCa10,Julieta y Romeo,1940,romantic,
BaD9,The Captive Heart,1946,,
BaD13,The Blue Lamp,1950,thriller,England
BaD16,I Believe in You,1952,,
BaD22,Who Done It,1956,comedy,England
BaD25,Sapphire,1959,,
BaD26,The League of Gentlemen,1960,comedy,
BaD28,All Night Long,1961,,
BaD29,Victim,1961,thriller,
BaD35,Masquerade,1965,thriller,
BaD39,The Man who Haunted Himself,1970,thriller,
BBo10,The Bullfighter and The Lady,1951,,
BBo20,East of Sumatra,1953,,
BBo27,The Tall T,1957,western,USA
BBo30,Buchanan Rides Alone,1958,,
BBo40,The Rise and Fall of Legs Diamond,1960,,
BBo50,Arruza,1968,,
BSh10,Dumbo,1941,cartoon,
ChC5,Young Veterans,1941,,
ChC2,For Those in Peril,1943,Documentary,
ChC3,Painted Boats,1945,"Documentary, romantic",England
ChC4,Hue and Cry,1946,comedy,England
ChC5,Against the Wind,1947,Drama,
ChC6,Dance Hall,1950,,
ChC7,The Lavender Hill Mob,1951,thriller,England
ChC8,Hunted,1952,,
ChC12,The Divided Heart,1954,"Drama, romantic",Europe
ChC11,The Titfield Thunderbolt,1953,comedy,England
ChC12,Law and Disorder,1958,,
ChC13,The Battle of the Sexes,1958,,England
ChC15,The Third Secret,1964,,
ChC16,Who Rides a Tiger,1965,,
ChC15,Wild Duck,1967,Drama,
ChC30,A Fish Named Wanda,1988,comedy,England
DBy1,Perr Gynt,1941,Drama,
DBy2,Julius Ceasar,1950,Drama,
DBy4,Talk About a Stranger,1952,black,Canada
DBy5,Twelve to the Moon,1960,,
DBy10,They Saved Hitler's Brain,1963,horror,
DMi5,Billy the Kid,1941,,
DMi10,Flying Tigers,1943,adventure,
DMi15,Love Happy,1949,"comedy, musical","New York, NC"
DMi20,Sudden Fear,1953,,
DMi25,The Opposite Sex,1956,musical,New York
DMi27,The Story of Esther Costello,1957,Drama,
DMi28,Happy Anniversary,1959,comedy,
DMi30,Midnight Lace,1960,thriller,England
DMi32,Back Street,1961,Drama,
DMi35,Lonely Are the Brave,1962,western,
DMi45,Executive Action,1973,biographical Picture,
GSy4,Anchors Aweigh,1945,musical,Canada
GSy5,The Harvey Girls,1946,,
GSy7,The Three Musketeers,1948,adventure,France
GSy9,Annie Get Your Gun,1950,musical,
GSy10,Showboat,1951,musical,MS
GSy11,Sacaramouche,1952,,
GSy13,Kiss Me Kate,1953,musical,Italy
GSy16,Jeanne Eagles,1957,,
GSy17,Pal Joey,1957,musical,
GSy30,Bye Bye Birdie,1963,musical,
GSy40,Half a Sixpence,1967,musical,
IrR5,The Gay Sisters,1942,,
IrR6,"Now, Voyager",1942,Drama,"Brazil, MA"
IrR8,The Adventures of Mark Twain,1944,,MS
IrR10,The Corn is Green,1945,Drama,England
IrR12,Rhapsody in Blue,1945,"biographical Picture, musical",
IrR16,Deception,1946,Drama,New York
IrR18,The Voice of the Turtle,1948,,
IrR20,The Glass Menagerie,1950,,
IrR23,Another Man's Poison,1952,,
IrR27,The Brave One,1958,Drama,USA
IrR30,Marjorie Morningstar,1958,Drama,
IrR32,The Miracle,1959,Fant,Spain
IrR50,Born Again,1978,Drama,
IH1,The Maltese Falcon,1941,"black, thriller",Canada
IH2,This is our Life,1942,romantic,
IH3,Across the Pacific,1942,thriller,Panama
IH4,The Battle of San Pietro,1943,Documentary,Italy
IH11,The Treasure of the Sierra Madre,1948,western,Mexico
IH12,Key Largo,1948,Drama,FL
IH14,The Asphalt Jungle,1950,thriller,USA
IH15,Red Badge of Courage,1951,Drama,USA
IH16,The African Queen,1951,,Tanganyika
IH17,Moulin Rouge,1952,biographical Picture,France
IH18,Beat the Devil,1954,"comedy, black, thriller","Africa, Atlantic Ocean"
IH19,Moby Dick,1956,Drama,MA
IH20,Heaven Knows Mr.~Allison,1957,"romantic, adventure",Pacific
IH22,The Unforgiven,1960,western,USA
IH23,The Misfits,1961,western,USA
IH25,Freud,1962,,
IH26,The List of Adrian Messenger,1963,thriller,
IH27,The Night of the Iguana,1964,Drama,Mexico
IH28,The Bible,1966,Drama,Palestine
IH29,Casino Royale,1967,adventure,
IH30,Reflections in a Golden Eye,1967,"Drama, romantic",USA
IH31,A Walk with Love and Death,1968,romantic,
IH34,The Life and Times of Judge Roy Bean,1972,,
IH35,Fat City,1972,Drama,Canada
IH38,The Man Who Would Be King,1975,"comedy, Drama",Africa
IH39,Wise Blood,1979,,
IH42,Victory,1981,violence,Germany
IH43,Annie,1982,,
IH45,Under the Volcano,1984,,
IH47,Prizzi's Honor,1985,"comedy, black",
IH50,The Dead,1987,Drama,Ireland
KuH10,Quax der Bruchpilot,1941,Comd ,
KuH20,I think often of Piroschka,1955,Comd ,
KuH25,The Confessions of Felix Krull,1957,Comd ,
KuH29,Wir Wunderkinder,1958,Comd ,
LaC10,When We are Married,1942,,
LaC20,Great Day,1945,Drama,
LaC25,Silent Dust,1948,Drama,
LaC35,Eight O'Clock Walk,1948,thriller,
LHo1,Pimpernel Smith,1941,,
LHo2,The First of the Few,1942,"biographical Picture, History",England
LHo3,The Gentle Sex,1943,,
PaJ2,Ferry Pilot,1941,"Documentary, Drama",
PaJ2,Ferry Pilot,1941,"Documentary, Drama",
PaJ5,Western Approaches,1944,"Documentary, Drama",Atlantic Ocean
PaJ10,Shadow on the Wall,1948,thriller,
PaJ12,White Corridors,1950,"Documentary, Drama",
PaJ15,Something Money Can't Buy,1952,,
PaJ18,The Feminine Touch,1955,,
PaJ22,Virgin Island,1958,,
PaJ26,Don't Talk to Strange Men,1962,,
PaJ28,Seventy Deadly Pills,1964,,
PaJ55,Heavenly Creatures,1995,,
PaJ60,The Frighteners,1996,"comedy, horror",
ReC1,Un Colpa di Pistola,1941,,
ReC4,Two Cents worth of Hope,1952,Drama,Italy
ReC5,Romeo and Juliet,1953,Drama,Italy
RMp10,The Gay City,1941,,
RMp13,Night Plane from Chungking,1942,thriller,"India, China"
RMp15,Mrs.~Wiggs of the Cabbage Patch,1942,,
RMp25,Rainbow Island,1944,,
RMp28,The Man from Half Moon Street,1944,,
RMp50,Desert Rats,1953,,
RMp53,The Lady in the Iron Mask,1953,,
StH3,Among the Living,1941,horror,
StH5,The Glass Key,1942,thriller,
StH10,Along Came Jones,1945,,
StH13,Blue Skies,1945,musical,USA
StH15,Smash-Up,1947,Drama,
StH18,Tulsa,1949,western,OK
StH20,Chain Lightning,1950,adventure,
StH23,I died a Thousand Times,1955,Drama,
StH30,Hitler,1961,biographical Picture,Germany
TTz2,Fighting Father Dunne,1942,Drama,MO
TTz4,Riff Raff,1946,adventure,Panama
TTz6,The Window,1948,"black, thriller",New York
TTz8,Johnny Allegro,1948,mystery,
TTz9,The Window,1949,thriller,New York
TTz10,The White Tower,1950,adventure,"Switzerland, France"
TTz11,Gambling House,1950,Drama,
TTz15,Time Bomb,1953,,
TTz20,Son of Sinbad,1955,soft or hard pornography,
VdS2,I Bambini ci Guardino,1942,Drama,Italy
VdS4,Sciusci\`a,1946,Drama,Italy
VdS5,Bicycle Thieves,1948,Drama,Italy
VdS6,Miracle in Milan,1950,,Italy
VdS7,Umberto D,1952,Drama,Italy
VdS8,The Gold of Naples,1952,Drama,Italy
VdS13,Stazione Termini,1954,Drama,Italy
VdS14,The Roof,1956,,
VdS15,Two Women,1961,Drama,Italy
VdS17,"Yesterday, Today and Tomorrow",1964,,
VdS18,Marriage Italian Style,1964,,
VdS21,After the Fox,1966,comedy,
VdS24,The Garden of the Finzi-Continis,1971,Drama,Italy
WlM10,Mr.~District Attorney,1941,comedy,
xRi10,Madame San G\^ene,1941,,
Z4101,Next of Kin,1944,adventure,
Z4102,The Foreman went to France,1942,adventure,France
Z4103,Went Well the Day,1942,adventure,England
Z4104,The First of the Few,1942,biographical Picture,England
ALe1,The Moon and Sixpence,1942,,"France, Pacific"
ALe2,The Picture of Dorian Gray,1944,,England
ALe4,Pandora and the Flying Dutchman,1951,Fant,Spain
ALe7,Saadia,1953,romantic,
AnM16,The Furies,1950,western,USA
AnM17,The Reign of Terror,1950,Drama,France
AnM20,Winchester 73,1950,western,
AnM22,Bend of the River,1951,western,Oregon
AnM24,The Naked Spur,1953,western,USA
AnM25,The Glenn Miller Story,1954,"biographical Picture, musical",Europe
AnM27,Strategic Air Command,1955,violence,
AnM28,The Man from Laramie,1955,western,USA
AnM30,Serenade,1955,"musical, romantic","Mexico, Canada"
AnM32,Men in War,1957,,
AnM33,God's Little Acre,1958,,
AnM34,Man of the West,1958,western,
AnM35,Cimarron,1960,western,OK
AnM37,El Cid,1961,"adventure, epic",Spain
AnM40,The Fall of the Roman Empire,1964,epic,
ASj10,The Road to Heaven,1942,,
ASj15,Hets,1942,Drama,Sweden
ASj20,Only a Mother,1949,,
ASj25,Miss Julie,1951,,
ASj30,Barabbas,1953,,
ASj35,Karin Mansdotter,1954,,
ASj40,Wild Birds,1955,,
ASj45,The Judge,1960,,
ASj50,The Island,1966,,
ChF3,San Demetrio London,1943,,
ChF7,Scott of The Antarctic,1948,,
ChF10,The Cruel Sea,1953,Drama,
DL1,In Which We Serve,1942,,England
DL3,Blithe Spirit,1945,comedy,
DL4,Brief Encounter,1946,romantic,
DL5,Great Expectations,1946,Drama,England
DL6,Oliver Twist,1948,,
DL7,Passionate Friends,1948,romantic,
DL9,The Sound Barrier,1951,"Documentary, adventure",
DL10,Hobson's Choice,1954,,England
DL11,Summertime,1955,romantic,Italy
DL12,The Bridge on the River Kwai,1957,adventure,
DL13,Lawrence of Arabia,1962,"adventure, epic",
DL14,Dr.~Zhivago,1965,,Russia
DL15,Ryan's Daughter,1970,Drama,Ireland
DL16,A Passage to India,1984,,India
FZ3,The Seventh Cross,1944,Drama,
FZ6,Die Gezeichneten,1947,,
FZ8,The Men,1945,"Documentary, Drama",Canada
FZ10,High Noon,1952,western,
FZ11,The Member of the Wedding,1953,Drama,USA
FZ12,From Here to Eternity,1953,,HI
FZ13,Oklahoma!,1955,musical,OK
FZ14,The Nun's Story,1960,adventure,"Congo, Belgium"
FZ15,The Sundowners,1960,Drama,Australia
FZ17,Behold a Pale Horse,1964,,
FZ18,A Man for All Seasons,1966,,
FZ19,Day of the Jackal,1973,thriller,
FZ20,Julia,1977,Drama,Europe
FZ20ZZ,"The Real Julia, Muriel Gardiner's Story",1980,Documentary,
FZ21,Five Days One Summer,1982,,
GLa2,Le Journal Tombe a Cinq Heures,1942,romantic,
GLa10,Martin Roumagnac,1946,,
GoA10,"We, The Living",1942,,
HGC2,Le Corbeau,1943,thriller,France
HGC3,Quai des Orf\`evres,1947,Cops and Robbers,France
HGC5,L'Assassin habite au 21,1947,thriller,
HGC6,Jenny Lamour,1947,thriller,
HGC14,Manon,1949,Drama,
HGC16,Le Salaire de la Peur,1952,"black, thriller",South America
HGC17,Les Diaboliques,1954,black,France
HGC19,la Myst\`ere de Picasso,1956,Documentary,France
IRa4,The Great Impersonation,1942,adventure,England
IRa5,Sherlock Holmes and the Voice of Terror,1942,thriller,England
IRa10,Dick Tracy vs. Cueball,1946,violence,
IRa12,Dick Tracy's Dilemma,1947,violence,
IRa14,Dick Tracy Meets Gruesome,1947,violence,
JD7,,1947,violence,
JD8,The Naked City,1948,Drama,England
JD10,Night and the City,1950,thriller,England
JD12,Rififi,1954,"musical, adventure, thriller",France
JD14,He Who Must Die,1958,Drama,Greece
JD15,Never on Sunday,1959,romantic,Greece
JD16,Phaedra,1961,Drama,"France, Greece"
JD17,Topkapi,1964,"comedy, Cops and Robbers",Turkey
JD25,A Dream of Passion,1978,Drama,Greece
JD30,Circle of Two,1980,,
JeY5,Killer Bat,1942,,
JeY10,The Naughty Nineties,1945,comedy,MS
JeY30,Abbott and Costello Lost in Alaska,1952,comedy,"Canada, Alaska"
JeY35,The Seven Faces of Dr.Lao,1995,,
JqB5,Goupi Mains Rouges,1942,"comedy, black",France
JqB10,Falbalas,1944,,
JqB15,Antoine et Antoinette,1947,"comedy, romantic",France
JqB18,Rendevouz de Julliet,1949,"Drama, romantic",France
JqB20,Edouard et Caroline,1951,comedy,France
JqB22,Casque d'Or,1952,romantic,
JqB23,Rue de l'Estrapade,1952,,
JqB25,Touchez pas au Grisbi,1953,thriller,France
JqB28,Montparnasse 19,1955,biographical Picture,France
JqB31,Les aventure d'Arsene Lupin,1957,,
JqB33,Ali Baba,1957,,
JqB38,Le Trou,1960,Cops and Robbers,France
LAr2,The Man in Grey,1943,,
LAr3,Love Story,1944,,
LAr4,Wicked Lady,1945,comedy,England
LAr5,A Man about the House,1947,,
LAr8,Miss Tulip Stays the Night,1955,,
LuV1,Ossessione,1942,Drama,Italy
LuV2,La Terra Trema,1948,epic,Italy
LuV3,Bellisima,1951,comedy,Italy
LuV20,Senso,1953,Drama,Italy
LuV30,Rocco and His Brothers,1960,epic,Italy
LuV40,Boccaccio 70,1962,Drama,
LuV50,Il gattopardo,1963,Drama,Italy
LuV60,The Damned,1969,Drama,Germany
LuV64,Death in Venice,1971,,Italy
LuV68,Ludwig,1973,biographical Picture,
LuV70,Conversation Piece,1976,,
LuV80,The Innocent,1979,"comedy, romantic",
MiG3,Crime Doctor,1943,Cops and Robbers,
MiG5,Crime Doctor's Strangest Case,1943,Cops and Robbers,
MiG7,Crime Doctor's Strangest Case,1943,Cops and Robbers,
MiG9,Shadows in the Night,1944,Cops and Robbers,
MiG11,Crime Doctor's Courage,1944,Cops and Robbers,
MiG13,Crime Doctor's Warning,1945,Cops and Robbers,
MiG15,Crime Doctor's Manhunt,1946,Cops and Robbers,
MiG17,Just Before Dawn,1946,Cops and Robbers,
MiG19,the Millerson Case,1947,Cops and Robbers,
MiG21,The Web,1947,,
MiG23,Crime Doctor's Gamble,1948,Cops and Robbers,
MiG25,Another Part of the Forest,1948,,
MiG27,An Act of Murder,1948,,
MiG29,Crime Doctor's Diary,1949,Cops and Robbers,
MiG30,Cyrano de Bergerac,1950,romantic,France
MiG32,I can get it for you Wholesale,1951,,
MiG35,Pillow Talk,1959,romantic,
MiG39,"Move Over, Darling",1963,,
MiG45,A Very Special Favor,1965,comedy,France
MiG50,The Impossible Years,1968,comedy,Canada
VSh7,All Through the Night,1942,adventure,New York
VSh9,The Hard Way,1943,Drama,PA
VSh10,Old Acquaintenance,1943,Drama,
VSh15,Mr.~Skeffington,1943,Drama,
VSh23,The Adventures of Don Juan,1949,epic,
VSh25,The Hasty Heart,1949,Drama,Burma
VSh27,The Damned Don't Cry,1950,Drama,
WFx10,Bowery at Midnight,1942,horror,New York
xSe10,Romeo and Juliet,1942,romantic,
AkK1,Sugata Sanshiro,1943,Drama,
AkK2,The Most Beautiful,1944,,
AkK4,The Men Who Tread on the Tiger's Tail,1945,,
AkK5,No Regrets for Our Youth,1946,,
AkK6,One Wonderful Sunday,1947,,
AkK7,Drunken Angel,1948,,
AkK8,Quiet Duel,1949,,
AkK9,Stray Dog,1949,Cops and Robbers,Japan
AkK10,Scandal,1950,,
AkK11,Rashomon,1950,epic,Japan
AkK12,Ugetsu,1951,Drama,
AkK13,Ikiru,1952,Drama,
AkK14,Shichinin no Samurai,1954,adventure,Japan
AkK15,Record of a Living Being,1955,,
AkK16,Throne of Blood,1956,,
AkK17,The Lower Depths,1957,,
AkK18,The Hidden Fortress,1958,,
AkK19,The Bad Sleep Well,1960,,
AkK20,Yojimbo,1961,"comedy, thriller",Japan
AkK21,Sanjuro,1962,comedy,Japan
AkK22,High and Low,1963,thriller,Japan
AkK23,Red Beard,1965,Drama,
AkK24,Dodeskaden,1970,,
AkK25,"Tora, Tora, Tora",1970,Drama,"Japan, HA"
AkK26,Derzu Uzala,1975,Drama,USSR
AkK27,Kagemusha,1981,"History, epic",Japan
AkK28,Ran,1986,epic,Japan
AkK29,Akira Kurosawa Dreams,1990,comedy,Japan
AkK30,Rhapsody in August,1991,Drama,Japan
AkK31,Madadayo,1993,,
ChW2,Good News,1947,musical,USA
ChW3,Easter Parade,1947,musical,
ChW4,The Barkleys of Broadway,1949,Muscl,
ChW6,Lili,1953,"musical, romantic",
ChW7,Dangerous when Wet,1953,comedy,"England, AK"
ChW8,The Tender Trap,1955,Muscl ,
ChW12,High Society,1956,Muscl,
ChW16,Ask any Girl,1959,romantic,New York
ChW18,Please Dont Eat the Daisies,1960,musical,
ChW22,The Unsinkable Molly Brown,1964,Muscl ,Atlantic
ChW25,"Walk, Don't Run",1966,comedy,Japan
FLd5,Millions Like Us,1943,comedy,
FLd7,2000 Women,1943,comedy,
FLd10,I see a Dark Stranger,1945,comedy,"England, Ireland"
FLd15,Captain Boycott,1947,comedy,
FLd18,The Blue Lagoon,1948,romantic,Fiji
FLd20,The Happiest Day of Your Life,1950,comedy,England
FLd25,The Belles of St.~Trinian's,1954,comedy,
FLd27,Geordie,1955,comedy,
FLd30,The Bridal Path,1959,comedy,
FLd35,Joey Boy,1965,comedy,
FLd37,The Great St.~Trinian's Tarin Robbery,1966,comedy,
FWx10,Lassie Come Home,1943,romantic,USA
FWx15,Courage of Lassie,1946,,
FWx18,The Hills of Home,1948,,
FWx20,The Secret Garden,1949,Drama,
FWx30,Forbidden Planet,1956,science fiction,
GSm10,Non Mi Muovo!,1943,,
HeL10,The Mating of Millie,1948,,
HeL20,Belles on their Toes,1952,,
HeL23,The President's Lady,1953,biographical Picture,VA
HeL30,Journey to the Center of the Earth,1959,Fant,"Italy, Iceland"
HeL33,Where the Boys Are,1960,musical,"FLA, FL"
HeL36,The Wonderful World of the Brothers Grimm,1962,,
HeL40,Come Fly With Me,1963,,
HeL43,Honeymoon Hotel,1964,,
HeL46,Genghis Kahn,1965,,
HeL50,Murderers' Row,1967,,
HSc5,My Friend Flicka,1943,Fant,
HSc7,Thunderhead - Son of Flicka,1945,Fant,
HSc15,Tarzan's Hidden Jungle,1955,adventure,Africa
HSh5,Watch on the Rhine,1945,Drama,DC
HSh10,Confidential Agent,1945,Drama,"England, Spain"
HuJ5,The Silent Village,1943,Documentary,Czechoslovakia
HuJ10,A Diary for Timothy,1945,Documentary,England
MDr10,Meshes of the Afternoon,1943,black,
MRs1,The Seventh Victim,1943,thriller,New York
MRs2,The Ghost Ship,1943,thriller,
MRs4,Bedlam,1946,,
MRs13,Isle of the Dead,1949,horror,
MRs6,Champion,1949,,
MRs21,Bright Victory,1951,,
MRs25,The Bridges at Toko-Ri,1954,violence,Korea
MRs26,Phffft,1954,,
MRs21,Peyton Place,1958,Drama,CN
MRs32,Inn of the Sixth Happiness,1958,"biographical Picture, romantic",China
